x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.105497053471129,0.14041067855702746,-0.16225386004533374,0.22000013430377402,0.1422888528826866,-0.2755801740079058,0.3290205033897313,0.10396966781240577,-0.35921575078985307,0.4018949303203241,0.08360809647104044,-0.4342258475557223,0.07296780003063405,-0.3632933875536855,-0.2819130766098496,0.5198608101267603,-0.3304354096377028,-0.38439650928001007,0.7550953093127836,-0.19452490679477968,-0.4262167459168645,0.9286460037112609,-0.07096171734875396,-0.44930672241050634,0.12561591870656513,-0.5579240785561961,-0.23806647182524565,0.6212946947770861,-0.472039093430339,-0.342168764614508,0.8566937160862985,-0.2789321107213104,-0.3651804372113258,0.9957398523106165,-0.11194355468194148,-0.37349623910558466,0.20696915074287575,-0.6573174052255041,-0.20066275084325483,0.6551945661972111,-0.5819637546090977,-0.28649837133788286,0.8722428954102964,-0.3957141587195606,-0.30038290334838796,1.0,-0.24018870959335056,-0.30148637273464207,0.309719851920496,-0.6920827765322701,-0.1743004788838683,0.6302927278663383,-0.6244752559686036,-0.24192444766271762,0.8105993817549602,-0.4696866189312681,-0.26361622593741935,0.9299634597803366,-0.3479874739346753,-0.2709494917990948,0
0.0,0.0,0.0,0.1002759104068053,0.048620524969002,-0.11973945634355175,0.24729342910912971,0.008881957095281494,-0.21607624474573206,0.43843890220375825,-0.007287994406500014,-0.2933842479613785,0.6001983940248388,-0.018025596148890318,-0.3645439657606799,0.04802978340245924,-0.34921637012515216,-0.22928237107245147,0.4367568993857896,-0.26490466340607327,-0.3402186876856324,0.6680288217201928,-0.12808452742214738,-0.39682333582799423,0.8545506907513887,-0.0208927183540654,-0.4295963808665522,0.06182641600869005,-0.5112530728486295,-0.21193491492738734,0.5491447016954013,-0.4128174920421648,-0.3342474664552472,0.8075916772388972,-0.21060768907751398,-0.36725152057913585,0.9866575997026656,-0.05889127446172316,-0.3785167214047452,0.12222759151981048,-0.599888029040751,-0.2011786613403296,0.6000558528632978,-0.5445693314733965,-0.30737505653766783,0.8449386593875419,-0.34456040340004307,-0.32512314232793965,1.0,-0.19086368478998536,-0.32262475768035853,0.2091920739584998,-0.6300780930490907,-0.19770419913803614,0.5792178066594272,-0.5749949391898529,-0.27486591798937,0.7864642707659201,-0.4274998947625278,-0.2961359511828088,0.9351939090262266,-0.317508020293207,-0.30176726821180605,0
0.0,0.0,0.0,0.041968199049725985,0.14962888928165513,-0.1448434961134295,0.12943316461498836,0.2023862226280016,-0.2512460423976178,0.19898613445384558,0.24227076968779304,-0.33040743328011724,0.23525824032627182,0.29348574154358453,-0.40212201954553606,0.16529680546344272,-0.30979155550221527,-0.2642742810021908,0.5965925614378823,-0.16177014421857674,-0.3488085271764435,0.7597797140577085,0.01812267126518324,-0.3799321209000662,0.8644230090322849,0.15494587323752718,-0.3960931383157582,0.22933683183334078,-0.49378177384381217,-0.22387046029492796,0.719631803512235,-0.3003717740832335,-0.3095375926386632,0.8912215780550965,-0.07275225669872727,-0.3238046651728101,0.9826808389873117,0.10921174408999071,-0.32665484672891776,0.3092639135447978,-0.5831493957203358,-0.18694705591241925,0.7720385447024823,-0.385462636773259,-0.2539281715152647,0.918177219683729,-0.16935316738434614,-0.259430135151584,1.0,-0.006012030236629118,-0.25686348489875044,0.40037807223723393,-0.5970382740191083,-0.16024669539266448,0.736006241424865,-0.4145003482284421,-0.20820603249746866,0.8632515218886776,-0.22618443800870366,-0.21890120916373834,0.9443038839480489,-0.09643038015993041,-0.22079536372958736,0
0.0,0.0,0.0,0.3589956982590114,-0.15082282791131021,0.007876121890621944,0.5517072158333244,-0.37281400137025883,-0.0036990857828656624,0.6999464935415185,-0.5684561042814217,-0.03193562568075037,0.6799168322285143,-0.7767645819366664,-0.05849755757886922,0.1582099204925388,-0.8139528342565908,0.05266195365543528,0.3165088145972815,-0.9484148443313714,0.0022323413740521296,0.4776055130158965,-0.8868934232820137,-0.04589663917769949,0.5855702356580529,-0.7811815211971207,-0.07694973087892089,0.05380338141577127,-0.8319525438558517,0.015028232009625645,0.26790345966309004,-1.0,-0.058290892313931,0.46303264627714324,-0.9052500600109894,-0.11623252502645734,0.5629914830729876,-0.7413340612103123,-0.14413041310433844,-0.013807378434367164,-0.7943822267790626,-0.028909147090277185,0.21493540839146172,-0.9689586448530763,-0.09430776517843861,0.4304613472023465,-0.8572091738914245,-0.1283320802480765,0.5467574132289195,-0.7010852416393135,-0.1356005096412512,-0.05546088861049986,-0.702355167387111,-0.07345899088777966,0.17865705664692264,-0.8215123845479739,-0.1181367614286384,0.37668541335784156,-0.7908736662484581,-0.1382286961174415,0.5093538197657135,-0.7167823989432739,-0.1441908249369375,0
0.0,0.0,0.0,0.22478452313529326,-0.25036103314362,0.09744879726320245,0.27501027179895876,-0.48025867230013325,0.12102126736414703,0.36535730543119155,-0.62296701894306,0.11356757435800673,0.43548301931929495,-0.7399276332712997,0.10859751882640631,-0.14148296605526436,-0.629006713576986,0.07844138940651163,0.030821785481118132,-0.9344586681129031,0.036976284504850736,0.24712562814225067,-0.9548725311698489,0.012706478704197685,0.399102839757935,-0.8757654010404343,0.006426456711425582,-0.17363350436834324,-0.6099853354579421,5.162211381344772e-06,0.039751900455992445,-1.0,-0.05751139249221558,0.30952844245352595,-0.9728265696994477,-0.07686040308975642,0.46159209266217166,-0.8515466619847687,-0.07264643990105135,-0.13527512796067576,-0.5815672048129747,-0.07642828228539567,0.056644179803972974,-0.9597432650635219,-0.11602818397785254,0.30945778294476506,-0.9347841213459297,-0.10491370495164216,0.4353812634689878,-0.8335994931296328,-0.08345804710314877,-0.03207148894979188,-0.5361360270975367,-0.14716939970010123,0.1407083284777371,-0.8174298188668894,-0.1654057202732099,0.3231510261561797,-0.8354713735854435,-0.14952985448255693,0.43544507254607145,-0.7847967677046328,-0.12947624523641385,0
0.0,0.0,0.0,0.22238776296647664,-0.23593559566725142,0.06895224523292434,0.2770511808700742,-0.4667853310285887,0.07871510052257229,0.3766727751357075,-0.6092946091056886,0.06127889722135076,0.4362574732357731,-0.7303706576953761,0.045928749728208436,-0.16234227171568533,-0.6310667739202449,0.055913467845826355,0.046014199610436624,-0.9490032797240693,0.008732715189752242,0.2757755097709217,-0.9452544283479697,-0.023665824736210078,0.42783203092672895,-0.848562367819409,-0.03569913633842626,-0.18609227974802028,-0.6147036710983736,-0.010024152456645095,0.051902748187953915,-1.0,-0.06680170283009512,0.3311048812645641,-0.9585932061439866,-0.09461821431205021,0.47982454654304857,-0.8329568358870317,-0.09964884136187775,-0.1387582458003545,-0.5808234185111342,-0.07563327946743062,0.07490190328367695,-0.9613689279685514,-0.11532814420583061,0.3406035603592489,-0.9213300845702642,-0.11495890993757243,0.4676372063986846,-0.8086855147110511,-0.10354491326772984,-0.024807705900874562,-0.5244843679078133,-0.13776812221767876,0.16248060312807358,-0.8143228702677621,-0.15814435484033057,0.3570247296608135,-0.8174882138871574,-0.1467947044757015,0.4676942992620183,-0.7520179854202897,-0.13166955485520743,0
0.0,0.0,0.0,0.2479094625616997,-0.20568766736100683,0.10977646925366867,0.35145213020746763,-0.41846924625490045,0.13562793142617524,0.4726152399022717,-0.5429841255816427,0.12858807340345324,0.5621923907200352,-0.6619042848230282,0.12271919462202159,-0.025886453001391654,-0.6474446711571531,0.07685550364121282,0.19317441241053657,-0.9433576401516823,0.03976996612803747,0.4165370764630873,-0.9220290938965185,0.02349445765656226,0.5492515421414371,-0.8088081850515484,0.024662901757764893,-0.05763371753610639,-0.6381513978585573,-0.0065135318914678565,0.21309880549308652,-1.0,-0.06061414788236116,0.4790236023900436,-0.9218832545586044,-0.07133127573293459,0.597349084584497,-0.7631563256599294,-0.05891603146000274,-0.02282478986538249,-0.5990059656759326,-0.08606035120743517,0.22929689638717382,-0.9569442419716928,-0.12015257119266376,0.47801229766978176,-0.8859175562224306,-0.09859002561172933,0.5793309596299183,-0.7587071351537421,-0.06882043565078975,0.07214281556431373,-0.5318470390015777,-0.1585872404950376,0.29123119412448073,-0.8002879133049694,-0.1699021897523418,0.47711701982609256,-0.7882766160918666,-0.14515879997290254,0.5759609134066501,-0.7141411804186094,-0.11732032840846837,0
0.0,0.0,0.0,0.221724284259615,-0.17300892807050944,0.022419175593430398,0.3273378478352735,-0.4125207229841123,0.008025167516510558,0.42880217360068107,-0.5938131110782672,-0.02423657052606013,0.42991090450169106,-0.7797651590942514,-0.054097262028048,-0.0810203093736551,-0.6341551300256569,0.0079547048269043,0.010310219418329963,-0.9280789692307703,-0.04817097484792105,0.2399661140818842,-0.952244343831291,-0.081100908978998,0.40922815310170846,-0.8786513674611021,-0.09290660287168957,-0.16832977383633504,-0.6244255858067905,-0.0401686569936559,-0.05442734116035383,-0.9917310579381565,-0.11389767164227936,0.241962712465016,-1.0,-0.1442212908580805,0.43451537020510506,-0.8794765329263804,-0.14635077943702066,-0.21351257022901748,-0.5883103059202842,-0.09103009680894761,-0.09899947443247373,-0.9580280531592805,-0.15384521744574567,0.19356082308751438,-0.9587367287492361,-0.15800890830887832,0.37296379906197524,-0.8619188431222584,-0.1426190466191853,-0.2079724640782677,-0.5200382815501868,-0.1409845859196,-0.046194899547928846,-0.8095357434924102,-0.18492487412688896,0.17648631528482392,-0.8360247492519733,-0.1822976855847154,0.33237330876833615,-0.77628255753002,-0.16692840002270293,0
0.0,0.0,0.0,0.2595085827460505,-0.2637552347248734,0.05493664630925745,0.34206965392987954,-0.4882196778689872,0.06144800231772211,0.4526202696590743,-0.6431538319515656,0.043632668289729726,0.4785857486210562,-0.7623990695829999,0.02894038707713724,-0.14568229801976812,-0.7114545544679098,0.08158069450543866,0.08688978498347678,-0.958061590174762,0.039058704555044475,0.2970943330491661,-0.941766365384623,-0.0017729361508618158,0.4342505931007705,-0.8640049279427474,-0.023707371496456707,-0.19006330383423178,-0.7019413933072821,0.02507832428525386,0.11628035273882462,-1.0,-0.025333842644062923,0.3527892485936235,-0.9414882963911189,-0.061156307999261236,0.47596286987990793,-0.8159553883063493,-0.07502225625393463,-0.1707506156195774,-0.6675867468760802,-0.034245313191325115,0.12142858857315793,-0.9525272555523978,-0.0699688110834306,0.3619206767609258,-0.8999562267657273,-0.07639642321163853,0.4851488799307989,-0.7897084573324552,-0.07175375963386298,-0.08517087144040551,-0.5989905110869546,-0.09198162520117843,0.1641738388389375,-0.8115028635927856,-0.10805229505715577,0.35319112850104367,-0.8054043397775928,-0.10099500681553931,0.46725804222381184,-0.7509780939352326,-0.09136795700168944,0
0.0,0.0,0.0,0.24446291848056154,-0.27474986866370843,0.058100923837911475,0.3229362057600719,-0.49358877207316815,0.06380653113119575,0.43158348944084574,-0.6567091458587634,0.04413888765251256,0.43380398093234185,-0.7692590629317686,0.027474473282515267,-0.17475170271669144,-0.706174767561771,0.08922359487282093,0.05199377884750312,-0.9565824058942843,0.050240211001035075,0.2668820239168345,-0.9440305614797415,0.010421078290920286,0.406549543135163,-0.873028847824967,-0.011946927173475456,-0.21775671886092884,-0.6980039589050484,0.03068278561737237,0.07976331872764188,-1.0,-0.01373975244589716,0.31721045280342647,-0.9497723787254855,-0.04623708164122386,0.44354897797444165,-0.8359160300764539,-0.05982309498525602,-0.19925487446224513,-0.6693255272953634,-0.03078172891841175,0.08993281600849508,-0.9509375154567474,-0.06290758308940739,0.32928497699961357,-0.9052182501593415,-0.06560113617674267,0.4540672998185743,-0.7998436782348641,-0.059738757467489446,-0.10950781462362649,-0.6106108305063948,-0.09094471185949873,0.14257114413729105,-0.8197639937636229,-0.1053119981904138,0.3336119240534892,-0.8144252017313685,-0.09585666211027984,0.4516847101346428,-0.7583850318290286,-0.08499829415585361,0
